,Review Number,Reviewer Rating,Review,Result,Rating Result,Label
192,193,2,노래소리에 맞춰 주변 관람객 코골이를 비트로 삼아 듣고 즐기기에 좋은 영화.역대급 cg로 영상이 딱딱 끊기는게 자주 보여 동체시력향상에 좋은영화.,긍정,부정,1
193,194,4,캣츠 본 뮤지컬을 본 사람들은 재밌을지 모르겠는데 내용이나 정보 하나도 모르는 사람 입장에서 너무 재미없었어요... 내용도 없고 등장인물 소개하다가 좀 뭐하고 끝남,부정,부정,0
194,195,1,극초반부터 뭔가 단단히 잘못되어감을 느낌 와 이건 역사에 길이남을 망작 아닌가ㅤㅇㅛㅋㅋㅋㅋ기괴의 끝,부정,부정,0
195,196,1,이거보고 이브날에 와이프랑 싸웠습니다 중간에 나가시는분 계시던데 그분들이 위너입니다 하... 내돈 내시간 ㅠ,긍정,부정,1
196,197,3,보다가 잤음 영화 보다가 잔적 처음임영상미 좋음 같이 본 친구는 나한테 나갈래? 했음노잼임언제끝나지? 이것만 3번 생각했음,부정,부정,0
197,198,4,메모리 빼고 내가 뭘 봤는지 모르겠다. 노래는 좋은데... 나에게  또 다른 바퀴벌레 트라우마를 남겼다.,긍정,부정,1
198,199,10,어릴적 뮤지컬로 본 캣츠는 정말 놀라움이였는데이렇게 영화로 다시보니까 다른 느낌으로 볼수있어서 좋았고영화를 재미로만 보는 사람들에게는 재미없을듯하지만 뮤지컬로 생각하고 감상하면 정말 다른느낌의 대작이라고 생각합니다....,긍정,긍정,0
199,200,4,스토리 1도 없음 그냥 보시면 알아요 ㅠㅠ,부정,부정,0
200,201,2,"뮤지컬 캣츠를 본적 없는 사람으로서 중반까지 뭘 얘기하는건지 하나도 모르겠고, 후반가서야 아 이런 내용인가?근데 영화를 굳이 이렇게 내용 전달 안되게 주구장창 노래만 하면서 끝나는건가 싶었음. 뮤지컬도 좋아하고 뮤지...",부정,부정,0
201,202,1,"평점은 - 마이너스 점수 제도는 없는 건가요?제 기분을 완전히 잡쳤어요.사람들이 ㅈㅣㄹ하는데에는 다 이유가 있는거에요.알바생들 리뷰 믿지마시고,저 아래~  리얼 리뷰, 참고하세요.영화관에 들어온 사람중에서 30%가까...",부정,부정,0
202,203,1,뮤지컬 좋아하는 와이프 옆에서 하품도 눈치보며 하고 있었는데...와이프는 자고 있고...ㅜㅜ,부정,부정,0
203,204,7,그리자벨라역의 제니퍼허드슨?인가가 노래를 너무 잘못 불렀다. 그런 감정선으로 그 memory를 그렇게 부르면 도대체  경악스러웠음,부정,부정,0
204,205,1,"관객을 잠들게하는 문제작!  CG폭망, 1시간반 동안 인물소개만 노래같지도 않은 노래로! 졸던 사람들도 제니퍼허드슨의 성량에 깜짝놀라 깼음...",부정,부정,0
205,206,1,미국판 클레맨타인&엄복동,긍정,부정,1
206,207,1,이것은 뮤지컬인가 호러인가. 장르없는 영화는 또 처음이네.,부정,부정,0
207,208,10,영상미가 뛰어나고 뮤지컬로 본 것 만큼의 감동이었던 영화입니다. 캐릭터들의 개성이 잘 드러나고 스토리도 탄탄했습니다.노래가 주를 이루는 영화다 보니 많은 사람들이 지루해 할 수 있고 무슨 내용인지 이해 안 갈 수도 ...,긍정,긍정,0
208,209,10,"뮤지컬의 영화화는 훌륭히 해냈고, 배우들의 열연도 돋보인다",긍정,긍정,0
209,210,1,- 10점이 없기에 양보해서 1점을 드렸습니다.,부정,부정,0
210,211,1,와이프가 보고싶대서 갔다가 최악으 크리스마스보낼뻔했습니다 이것도영화라고....와이프는 위대한쇼맨 생각했다는데 해도해도 너무하네요팝콘없었으면 ...어후,부정,부정,0
211,212,1,포스터만 삐까뻔쩍하면 뭐하냐,부정,부정,0
212,213,2,"시작부터 지루했다 전개도 박진감 하나도 없이 , 내용은 무얼 말하고 싶은지 모를정도.영상미도 하나도 느끼지 못했고 연출도.. 흐음...그나마 2점을 준건 memory 노래 하나때문일거다.",부정,부정,0
213,214,1,서사가 없어서 긴장감도 없고 지루함. 보면서 계속 졸고 다 보고 나서는 돈 아깝다는 생각이 들었음.,부정,부정,0
214,215,2,죽어라 노래만 부르다가 끝남. 숨 쉴 틈을 안 줌ㅠ,긍정,부정,1
215,216,1,밤12시 심야영화 관람~ 와~ 이게 진심 내평생 본 영화중 최악 음~ 진심으로 서편제가 더 재밌었던거 같음,부정,부정,0
216,217,4,"부모님 보시라고 예매해드렸는데 주무셔서 잘 모르겠다고 하시네요 같이 봤으면 더 후회하셨을 것 같다고 다행이라고 하셨습니다,,,",부정,부정,0
217,218,1,이건 기획 자체부터 엄청나게 잘못된 프로젝트였다,부정,부정,0
218,219,1,싫어하는 사람에게 추천하세요!,긍정,부정,1
219,220,2,"너무 기괴합니다 충격이에요.. 이런 소재와 배우들로 이런 영화를 만들다니.. + 9, 10점 준 분들 아이디 자세히 보세요.영어와 중간에 숫자 조합으로 이루어진 아이디 엄청 많습니다. 일반적으로 저렇게 의미없이 아이...",부정,부정,0
220,221,1,평점조작실화냐 ㅋㅋㅋ,부정,부정,0
221,222,1,인생 최악 영화. 영화 보다가 지루해서 잤어요.그러니 돈 아끼고 싶으면 보지마세요.,부정,부정,0
222,223,2,"네이버댓글에 알바가 있을거라고 생각은했지만 이정도일줄은 몰랐어요 메모리만 소름돋았고 나머지는 빡칠정도였어요. 웬만하면 댓글안다는데 한명이라도 피해 덜 보게 하려고 댓글남겨요.  줄여말하면 값싼 뮤지컬 본 느낌, 차라...",부정,부정,0
223,224,1,아니 메모리 하나로 10점 주는 사람들은 엄복동보고 질질 짤 사람들임;;; 진짜 캣츠 뮤지컬 너무 좋아하는데 뮤지컬을 망침 캐스팅도 너무 별로고 메모리 부른 고양이 너무 질질짬 내 사랑 럼텀터거도 중성화시킴;;;; ...,부정,부정,0
224,225,1,"제가 본 모든 영화중에 최악입니다. 먼저 캐릭터가 너무 괴기합니다. 고양이긴 고양인데; 사람 맨몸에 털이랑 귀만 cg로 입혔는데 춤출때 보기 매우 불편합니다. 맨몸으로 춤추는 느낌? 더이상 설명하지는 않겠지만,, 가...",부정,부정,0
225,226,1,무슨 내용인지 모르겠네요. 6명이서 갔는데 다 잤네요.,부정,부정,0
226,227,1,정말 별로입니다 정말 에바임 기괴한 cg에 스토리도 뭔지 모르겠음 노래만 하다 끝남 그리고 그리자벨라 배우 별로 매력없음,부정,부정,0
227,228,2,당췌 집중이 되질 않아...,부정,부정,0
228,229,1,조잡 난잡 난해 기괴테일러스위프트 잠깐 등장할때 우와메모리 부를때 잠깐 우와별로야 ㅠㅠ 내 크리스마스 이브 돌려내,부정,부정,0
229,230,4,평점 무슨일 왜이렇게 높지? memory는 좋은데 memory만 좋음. 살면서 영화관에서 졸다가 온거 처음. 맨앞부분이랑 맨뒷부분만 좋았음.그 중간에 고양이 노래가 엄청 많은데 다 비슷비슷해서 너무 지루함. 뮤지컬이...,부정,부정,0
230,231,1,뮤지컬은 뮤지컬로 보자..2시간 자다 나옴,긍정,부정,1
231,232,1,고양이들 자기소개만 하다가 끝나는 영화 ㅠㅠ  중간중간 대사하는 부분 나와서 이제 말 좀 하려나보다! 하면 반주 깔려서 한숨...,부정,부정,0
232,233,1,대사가 한 5분은 나오나 ? 스토리가 너무 이상함 개연성이 없다고 해야하나 그리고 노래만 계속 나오니까 중간에 지루해서 잠깐 졸음 한마디로 노잼,부정,부정,0
233,234,1,크리스마스이브라 기분내려고 가족끼리 봤다가 서로 어이가 없을정도로 재미없어서 보고나와서 헛웃음침. 이 영화보자한 언니가 사죄할정도로 재미가없는 영화였음,부정,부정,0
234,235,2,"진짜 참다 참다 잠들 뻔 했어요.... 저도 뮤지컬 영화 좋아하고 뮤지컬 보러가는 것도 굉장히 좋아하는데.. 레미제라블은 정말 재밌게 봐서 기대했건만 ㅠ,, 저같은 뮤덕들은 보지말라해도 내눈으로 확인해야 직성이 풀리...",부정,부정,0
235,236,1,"오늘 오랜만에 영화보다 잤고,난생 처음 후기써봅니다..",긍정,부정,1
236,237,4,하~크리스마스 이블 이영화로 보내다니 ㅜㅜ,부정,부정,0
237,238,2,위대한 쇼맨도 엄청 재밌게봐서 기대했는데 진짜 지루해서 보는내내 힘들었다,부정,부정,0
238,239,2,이야.. 거.. 캣츠가 세계적인 대작이라길래 함 믿고봤는데..이거 재개봉한건긴 싶었네요..한 2002년에 나왔다해도 믿을정도로 그냥엉망이였어요 분장 어떻게한거지 그 생각만 하면서 봤네요문화의날이라 5천원냈기에 다행이...,부정,부정,0
240,241,1,영화 시작하는데 참 힘들었던 건1. 고양이가 애니메이션이 아니라 사람으로 구성되어있던 점(너무 징그러웠음;;;;)2. 스토리 없이 갑자기 다짜고짜 노래부름근데 계속 노래만 하고 스토리가 1도 없어서 진짜 당황스러웠음...,부정,부정,0
241,242,1,"남친이랑 이거보고 앞으로 망했다, 재미없다, 별로다를 =젤리클스럽다라고 말하게됐어요ㅎ 앞으로 보러가실분들은 리클라이너에서 보세요. 꿀잠 숙면가능.  영화보고 잤다는 사람들 이해못했는데, 한방에 이해하게해준영화.",부정,부정,0
242,243,1,원수에게 추천해주고 싶은 영화,긍정,부정,1
243,244,4,"라라랜드나 위대한 쇼맨같은 뮤지컬영화를 기대하고 보면 굉장히 실망할 영화.  원작이 워낙 뛰어나서 노래는 좋지만, 연출과 스토리는 안드로메다로 날려버림. 25여곡 정도의 노래가 메들리로 나옴. 그냥 노래 감상한다거...",부정,부정,0
244,245,1,사운드인건 줄 알았던 소리가 뒤에 아저씨가 코고는 소리였음,부정,부정,0
245,246,1,아들 둘이랑 남편이랑 봤는데 둘째는 남편이랑 나가고 저랑 첫째 아들은 간신히 버텨서 끝까지 봤습니다...너무 실망입니다,부정,부정,0
246,247,1,메모리 그부분만 보면됨. 내용도없고 감동도없고 고양이 분장만 하고 뛰어다니면 캣츠냐?,부정,부정,0
247,248,2,누군가에게 보라고 권해주고 싶지 않네요.,긍정,부정,1
248,249,4,셋이서 봤는데 단 한명도 재밌다는 얘길 안햇네요 제 스타일은 아닌듯 잠와요,부정,부정,0
249,250,2,젤리클 4000번 들을때쯤 영화가 끝납니다. 이 개같은 고양이새끼들아,긍정,부정,1
250,251,1,당분간 고양이도 춤도 음악도 가까이하고싶지 않다.,부정,부정,0
251,252,6,캣츠는...   그냥 뮤지컬로만 하기로.... 훔....,부정,부정,0
252,253,1,"앞으로 깨닫게됨. 젤리클스럽다=고양이스럽다=시간아깝다=거지같다, 호불호가갈린다=보면안된다",부정,부정,0
253,254,1,올해 본 최악의 영화. 수입사 평점 알바들이 이렇게 올려놨는지 8점대가 이해되질 않음. 이전 이순신 영화처럼 캐츠 명성이랑 평점에 속고 간 영화. 빈약한 스토리에 이렇게 졸리고 지루한 영화는 정말 오랜만임. 그냥 고...,부정,부정,0
254,255,1,아니 ㅋㅋ 메모리가 좋은곡인건 맞는데 그거 하나 있다고 용서가 되니???,부정,부정,0
255,256,4,졸려요... 중간에 잘까하다가 보긴 봤는데....배우들 예쁘고 잘생긴거 말고는 기억나는게 없습니다..ㅎ...,부정,부정,0
257,258,10,분장 대박 ㅎㅎ신기했다 ㅋㅋ,긍정,긍정,0
258,259,1,크리스마스에 봤는데 ..보다가 졸리고 실제로 잠깐 졸기도했는데 시간을 보니 아직도 끝나기까지1시간이나 더 남았길래 그냥 나온 나자신 칭찬해,부정,부정,0
259,260,1,"보다가 나가는 사람들도 있었고, 스토리는 없는데 뮤지컬의 감동이 느껴지지 않으니 영화로는 무리예요~",부정,부정,0
260,261,2,너무 무서웠다. 공포영화보다 무서움,긍정,부정,1
261,262,2,불면증이 고쳐졌네요 너무 지루해요 자장가메들리인줄,부정,부정,0
262,263,1,캣츠는 뮤지컬로 봐도 난해함ㅋㅋ근데 그걸 영화로 만들다니...메모리 듣고싶은분은 따로 음악 들으시길 추천,부정,부정,0
263,264,1,최! 악! 입니다. 예매하신분은 지금이 취소할 타이밍입니다! 메모리도 유튜브에서 보세요 그것도 실망입니다!!!!,부정,부정,0
264,265,4,스토리보다 노래로 꽉찬 영화입니다. 눈감고 들어보세요!!푹잤더니 개운함.,부정,부정,0
265,266,2,너무 실망스럽다재미도 감동도 없는 완천 비추 영화다이브날 본  시간이 아깝다졸면서 봤다,부정,부정,0
267,268,1,"진짜 역대급입니다.제가 자고 나왔습니다.스토리도 없고, 집중도 안 되고주제가 대체 뭔지ㅡㅡ같이 보러 가자고 한 언니한테 미안해서 혼났어요ㅜㅜ",부정,부정,0
268,269,1,영화보다는 캣츠 OST 사서 듣는게 나을 거 같아요. 해외에서 혹평하는데 이유가 있었네요.,긍정,부정,1
269,270,1,절 대 보 지 마 세 요지 루 합 니 다,부정,부정,0
270,271,6,내 이렇게 불쾌한 골짜기를 느낀 영화는 첨이다.,부정,부정,0
271,272,1,끝나지 않는 지독한 악몽같다.그야말로 기가막힌 쓰레기다.,부정,부정,0
272,273,10,이 영화가 지루한건 니가 한국영화 관계자라서 평점을 테러해야 되거나 너의 예술적 소양이 부족하거나 둘 중 하나란다^^너희는 장화신은 고양이를 봤어야했어ㅋㅋㅋ,부정,긍정,1
273,274,9,메모리 감동받았어요~ 큰기대 안하시면 재밌게 즐기실수있을거같아요,긍정,긍정,0
274,275,5,진짜 괴수물인지 특촬물인지 모르겠음,부정,부정,0
275,276,5,마지막 한장면을 위해 3번을 졸았음,부정,부정,0
276,277,1,그냥 연극을 그대로 찍어서 영화로 올리는게 더 좋았을뻔...,부정,부정,0
277,278,1,영화가 아니라 흉물이었음....메모리 노래마저도 그리자벨라 콧물 때문에 집중 못함..제발 한번만 슥 닦지,부정,부정,0
278,279,2,한시간보다가 그냥 나옴,부정,부정,0
279,280,1,진짜 평점 왜이러냐 ㅋㅋㅋㅋ 알바들 너무많이 풀었네,부정,부정,0
280,281,4,식사하시고 가세요 꿀잠 보장합니다.,부정,부정,0
281,282,1,정말 뮤지컬생각해서 기대했는데 최악입니다 시간아깝네요 딴거보는게 낫겠습니다.,부정,부정,0
282,283,3,"분장은 보다보면 익숙해지는데, 메모리라도 어떻게 잘 살려보지...",부정,부정,0
283,284,1,"영화보다 중간에 나와본 것도 처음이고, 평을 남기는것도 처음입니다.다시 생각해도 너무 재미없어서 화가 납니다....절대 보지마세요",부정,부정,0
284,285,1,"어제 생각하면 너무 화나서 평점,리뷰 작성하러 왔습니다.아무리 재미없는 영화도 보면 별 생각 없이 봤는데 이건 역대급이였습니다.고양이 소개만 1시간이상..인내심 테스트인가 싶기도 하고 마지막 고양이 공익 광고, 합성...",부정,부정,0
285,286,2,크리스마스 기분내려 가족3명이서 심야보러갔다가두명을 재웠네요.ㅜ 중간에 나올까 고민했습니다.,부정,부정,0
286,287,2,전혀 피곤하지않았는데 영화보다 너무지루해서 잤습니다. 진심 객관적으로 평가해서 호불호가 갈리는 이유를 알겠네요.장점!고양이분장이 뮤지컬보다 영화라서 그런지 완벽에 가까웠으나 CG처리가 아쉽습니다.단점!뮤지컬영화의 난...,부정,부정,0
287,288,1,뻥안치구 영화보다가 6명넘게 나감.. 끝까지 다 본 나는 패배자..,부정,부정,0
288,289,4,그냥 헤어볼 같은 영화....,부정,부정,0
